ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
434-32-8160|4149331088626|William|Brown|M|594 Anthony Via Apt. 803|Medford|OR|97501|42.2818|-122.9054|86561|Pensions consultant|2002-03-04|602574635763|young_adults_male_urban.json
733-12-0614|503818241401|Joshua|West|M|461 Walters Mountains|Apollo|PA|15613|40.5565|-79.5772|13933|Site engineer|1973-04-09|706288538787|adults_50up_male_urban.json
197-24-1053|4032043474334421067|Heather|Harrell|F|6010 Rodriguez Crossing|Boulder City|NV|89005|35.9727|-114.8344|15065|Farm manager|2002-03-17|400876047441|young_adults_female_urban.json
764-59-9359|4072239567217618988|Todd|Spencer|M|6775 Jeff Neck Suite 123|Enfield|CT|06082|41.989|-72.5652|44654|Training and development officer|1950-07-07|92500903069|adults_50up_male_urban.json
588-29-7479|4048730451945586|Jason|Hicks|M|734 Amanda Spur|Rockville Centre|NY|11570|40.6637|-73.638|26646|Airline pilot|1984-08-04|639840522418|adults_2550_male_urban.json
798-40-0657|4575859391853|Cynthia|Myers|F|54493 Brandy Mission|Orlando|FL|32819|28.4522|-81.4678|878243|Ceramics designer|1962-10-05|621371267311|adults_50up_female_urban.json
032-53-3734|180067020715372|Kristin|Ramirez|F|555 Campos Spring|Glendale|AZ|85301|33.5311|-112.1767|280389|IT consultant|1988-01-23|310384315969|adults_2550_female_urban.json
870-05-7376|180077888922101|Natalie|Gibson|F|040 Simpson Cliff|San Bernardino|CA|92404|34.1426|-117.2606|236660|Company secretary|1999-11-22|192338475889|adults_2550_female_urban.json
109-89-7268|378041048667180|Jason|Tapia|M|2447 Heather Port|Laughlin|NV|89029|35.1321|-114.6368|7546|Sports therapist|1974-07-10|517176030569|adults_50up_male_urban.json
825-03-1925|180070332570444|Courtney|Fischer|F|24668 Sandoval Glens Apt. 304|Mc Coll|SC|29570|34.6704|-79.5597|3913|Estate agent|1985-02-04|880902520417|adults_2550_female_urban.json
640-77-8196|3546924704811302|Brandon|Simmons|M|23145 Ochoa Court Apt. 275|Wayne|NJ|07470|40.9471|-74.2466|54717|Therapist, music|1987-10-31|983894001946|adults_2550_male_urban.json
059-03-4027|4743256740536251237|Caleb|Underwood|M|11902 Nicholas Overpass Apt. 369|Baltimore|MD|21218|39.3265|-76.6048|635495|Engineer, electronics|2004-10-30|859220053380|young_adults_male_urban.json
893-17-2893|2264267353842562|Bryan|Wall|M|599 Nelson Divide|Scotts|MI|49088|42.1819|-85.4685|3648|Patent attorney|1955-11-03|772201216207|adults_50up_male_urban.json
282-43-5155|4582682950814|Debra|Salazar|F|23235 Watkins Views Suite 803|Barrington|IL|60010|42.1614|-88.1383|44095|Lecturer, further education|1936-03-05|712431544838|adults_50up_female_urban.json
531-04-5507|639075078191|Melissa|Snow|F|54425 Juan Squares Suite 777|Media|PA|19063|39.9188|-75.3991|35704|Forensic scientist|1985-05-15|855923735361|adults_2550_female_urban.json
580-50-4335|3504640060698824|James|Payne|M|755 Tyler Ramp|Coppell|TX|75019|32.9673|-96.9805|38666|Estate agent|1974-03-14|974034834033|adults_50up_male_urban.json
576-46-4756|4091210407254538|Lindsey|Williams|F|99324 Johnson Port Apt. 625|Covina|CA|91722|34.0972|-117.9065|78868|Civil Service administrator|1947-10-17|527021098428|adults_50up_female_urban.json
128-88-6460|562503943986|Taylor|Green|F|78952 Ronald Turnpike Suite 949|Ridgewood|NY|11385|40.7036|-73.8961|98592|Patent examiner|1961-07-25|290880563009|adults_50up_female_urban.json
818-40-9905|3595781273174276|Monica|Rice|F|40239 Phillip Shores|Las Vegas|NV|89108|36.2044|-115.2233|1417793|Conservation officer, nature|1979-07-27|427245294932|adults_2550_female_urban.json
419-35-0499|4046551128638111|Traci|Bell|F|289 Benjamin Trail|Reisterstown|MD|21136|39.46|-76.8135|33781|Horticulturist, amenity|1990-08-11|698701718941|adults_2550_female_urban.json
366-22-8617|3576774239354333|Robert|Cooley|M|27839 Carrillo Prairie Apt. 151|Temple|GA|30179|33.7677|-85.0133|16807|Architectural technologist|2002-08-18|150375049248|young_adults_male_urban.json
502-57-2706|2253486965371553|Karen|Rodriguez|F|2089 Cameron Motorway|Washington|IL|61571|40.7034|-89.4194|23744|Environmental education officer|1983-09-03|730274668880|adults_2550_female_urban.json
371-07-7804|3537731297341485|Gina|English|F|759 Alicia Loop|Smithville|MO|64089|39.3917|-94.5592|11470|Sport and exercise psychologist|1972-08-26|20255846618|adults_50up_female_urban.json
061-61-2470|4871218945239594|Jennifer|Johnson|F|15998 Shah Crescent|Mercedes|TX|78570|26.1513|-97.9185|32525|Psychiatrist|1989-01-03|491175803327|adults_2550_female_urban.json
031-26-2742|4888060941758|Adam|Blevins|M|30078 Snyder Keys Suite 558|Tampa|FL|33619|27.9382|-82.3756|717255|Lexicographer|2004-02-18|644266079620|young_adults_male_urban.json
772-13-4976|344972366946270|Cassandra|Patterson|F|81420 Mcguire Fork Suite 504|Lamar|CO|81052|38.0841|-102.6192|9534|Oncologist|1974-08-21|116592198299|adults_50up_female_urban.json
396-34-3169|4941667407886985854|Jill|Oliver|F|66726 Herring Parkways|Richmond|TX|77469|29.5511|-95.7329|97598|Product/process development scientist|1969-06-01|260381594519|adults_50up_female_urban.json
461-69-5195|4701249316455|Megan|Harper|F|3780 Alexander Highway|Plymouth|MI|48170|42.3688|-83.4799|39963|Archaeologist|1952-08-26|689266972488|adults_50up_female_urban.json
399-45-1119|180056926920327|Julie|Clark|F|1256 Branch Cliffs Apt. 300|Martinsville|VA|24112|36.6871|-79.8691|32646|Sub|1963-01-09|377014069574|adults_50up_female_urban.json
519-74-5717|3553242566009802|Shawn|Cook|M|369 Heidi Ford Apt. 341|Lexington|KY|40509|38.0102|-84.4274|296965|Financial trader|1969-09-04|703609335038|adults_50up_male_urban.json
670-25-2049|3568499770706002|Jonathan|Mcmillan|M|3370 Kristen Street|Harvey|LA|70058|29.8725|-90.0673|39887|Therapist, art|1989-05-06|799204700652|adults_2550_male_urban.json
500-40-4649|4871638762153|Steven|Zimmerman|M|54586 Martinez Drive Suite 874|Holbrook|MA|02343|42.1464|-71.0083|10745|Broadcast engineer|1953-02-15|185860645790|adults_50up_male_urban.json
371-30-1041|4988726349212233999|Sandra|Warren|F|59007 Jason Dam|Saint Clair Shores|MI|48082|42.5269|-82.8841|59678|Accounting technician|1931-06-20|787222272181|adults_50up_female_urban.json
524-34-5753|6571541766045685|Kevin|Hall|M|64576 Knapp Viaduct|Myrtle Beach|SC|29579|33.7377|-78.9787|119080|Production assistant, television|1950-12-18|896582306290|adults_50up_male_urban.json
382-61-7095|6547608520852960|Emily|Gilmore|F|75049 Moreno Ramp|Jensen Beach|FL|34957|27.2356|-80.2277|22257|Surveyor, insurance|1980-03-09|534728922676|adults_2550_female_urban.json
480-47-4901|3522061850692984|Julie|Shelton|F|400 Mcbride Dam Suite 663|Birmingham|AL|35228|33.4558|-86.9118|493806|Television/film/video producer|1999-05-26|266448702961|adults_2550_female_urban.json
888-12-4210|4318393301116|Rebecca|Romero|F|5488 Cooper Parks|Dearborn Heights|MI|48127|42.3353|-83.2864|57774|IT consultant|1982-02-19|147624600191|adults_2550_female_urban.json
365-20-9331|6011514369745785|Daniel|Jones|M|838 Marquez Corners Apt. 556|Monroe|NC|28110|35.0178|-80.5372|76676|Photographer|1980-10-05|682529863234|adults_2550_male_urban.json
898-32-3332|180086417825602|Melissa|Greene|F|624 Villa Inlet|Oklahoma City|OK|73170|35.327|-97.5556|640470|Psychotherapist, dance movement|2004-01-06|774901887014|young_adults_female_urban.json
607-26-6445|4268517973679907|Ann|Rich|F|719 Erin River|Wichita|KS|67235|37.7149|-97.499|409656|Intelligence analyst|1982-03-13|793950739148|adults_2550_female_urban.json
885-17-0148|4212151904569|Carolyn|Torres|F|2201 Rogers Lodge Apt. 393|Worcester|VT|05682|44.3944|-72.5609|1251|Manufacturing engineer|1951-11-25|571387285909|adults_50up_female_rural.json
194-94-2155|6011538140307557|Tony|Larson|M|42024 Lopez Key Apt. 745|Battle Creek|MI|49017|42.3322|-85.1811|92270|Administrator, education|1946-12-20|660332451889|adults_50up_male_urban.json
888-32-3017|213199970244045|Timothy|Harris|M|077 Elizabeth Extensions|Marinette|WI|54143|45.0874|-87.6697|15225|Fashion designer|1991-05-31|363687859321|adults_2550_male_urban.json
248-17-8012|30376554761724|Jill|Alvarez|F|5481 Mcdonald Court|Monessen|PA|15062|40.1524|-79.8835|7731|Education administrator|1964-11-30|429106477699|adults_50up_female_urban.json
109-44-4048|3592942702150138|Stephen|Rivas|M|390 Moore River|Elk Grove Village|IL|60007|42.0076|-87.9931|33820|Solicitor, Scotland|1975-05-12|674191465506|adults_50up_male_urban.json
339-65-2965|4733912990371912750|Kyle|Bradley|M|7142 Kristine Corners Suite 220|Hillsboro|KS|67063|38.3449|-97.2122|3942|Nurse, adult|1975-06-03|720937640717|adults_50up_male_urban.json
334-77-1456|501844364361|Debra|King|F|969 Johnny Estate|Greer|SC|29651|34.9453|-82.2209|75476|Actor|1978-05-27|62841988371|adults_2550_female_urban.json
154-22-7233|6011527808785717|Amy|Moon|F|530 Bradley Cape|Fresh Meadows|NY|11365|40.7374|-73.7951|55784|Best boy|1982-10-25|466715204592|adults_2550_female_urban.json
144-44-8430|3577546586172842|Tracey|Pena|F|4633 Jennifer Viaduct|Harrisburg|PA|17104|40.2597|-76.8594|165527|Multimedia specialist|1982-05-25|714483731370|adults_2550_female_urban.json
779-86-6769|180015463517573|Damon|Dudley|M|517 Carroll Lights|Jersey City|NJ|07304|40.718|-74.0754|247530|Mechanical engineer|1996-02-13|900670256942|adults_2550_male_urban.json
594-53-5361|6011033752296488|David|Taylor|M|222 Davis Greens|San Ramon|CA|94582|37.7636|-121.9155|73396|Lexicographer|1971-06-10|525502677113|adults_50up_male_urban.json
650-48-3244|30237660414261|Elizabeth|Brown|F|81372 Brittany Divide Apt. 093|Brighton|CO|80601|39.943|-104.7866|73471|Medical illustrator|1976-05-28|831670484605|adults_2550_female_urban.json
688-25-9931|4950149628407691|Rhonda|Gonzalez|F|783 Walton Lodge|Dracut|MA|01826|42.6764|-71.3186|29422|Programmer, systems|1973-10-16|685850606051|adults_50up_female_urban.json
449-65-2554|4666694836094386820|Shawn|Paul|M|559 Matthew Roads|Kent|OH|44240|41.1449|-81.3498|43585|Physiotherapist|1978-08-11|627774613628|adults_2550_male_urban.json
189-49-6232|3532572734689275|Tyler|Luna|M|2334 Hutchinson Meadows Suite 610|Randolph|MS|38864|34.1617|-89.1795|1701|Manufacturing engineer|2009-02-27|330525281457|young_adults_male_rural.json
762-50-1425|213168628868877|Terri|Jensen|F|4940 Erin Underpass|White Stone|VA|22578|37.6886|-76.3616|2510|Writer|2000-04-15|91741474641|adults_2550_female_urban.json
438-80-5309|6011344088331836|Kimberly|Martinez|F|7691 Deanna Turnpike|West Springfield|MA|01089|42.1151|-72.6411|28391|Engineer, electronics|1989-04-06|663545968015|adults_2550_female_urban.json
254-81-9993|213112201631856|Catherine|Smith|F|91523 Sarah Gardens|Auburn|AL|36832|32.592|-85.5189|55272|Nutritional therapist|1959-09-20|835960235625|adults_50up_female_urban.json
696-09-4770|676282127023|Dana|Dunn|F|2012 Munoz Vista Apt. 177|Hallettsville|TX|77964|29.4426|-96.9234|7569|IT consultant|2000-06-26|993850505840|adults_2550_female_urban.json
706-02-0128|3519176532448343|Wendy|Mueller|F|51547 Graham Crescent Apt. 708|Los Angeles|CA|90066|34.003|-118.4298|2383912|Production manager|1961-09-02|146075251447|adults_50up_female_urban.json
546-24-0544|4093808349123216000|James|Burke|M|41832 Lopez Mission|Pasadena|MD|21122|39.1206|-76.495|60576|Music tutor|1975-04-22|395824947585|adults_50up_male_urban.json
890-06-2688|2241167954283265|Johnny|Johnson|M|7811 Benitez Mountain|Long Beach|CA|90805|33.8635|-118.1801|471952|Software engineer|1994-10-06|809220949382|adults_2550_male_urban.json
613-01-2942|345386426730229|Amanda|Berry|F|5304 Michael Flat|Kansas City|KS|66103|39.0668|-94.6282|150224|Careers adviser|1974-06-17|573843426614|adults_50up_female_urban.json
077-08-5616|675955084859|Christopher|Carter|M|0378 Graham Ridge Suite 008|Denver|CO|80236|39.6535|-105.0376|990452|Ergonomist|1959-03-02|30048401586|adults_50up_male_urban.json
403-35-4819|588355017272|Christopher|Davidson|M|28290 Melanie Plaza Apt. 205|Dallas|TX|75215|32.7582|-96.7623|1263321|Clinical cytogeneticist|1993-08-01|825020228812|adults_2550_male_urban.json
847-25-4189|630436801991|Amanda|Johnson|F|65117 Foley Mountains Apt. 170|Carbondale|IL|62901|37.72|-89.2158|34675|Nurse, learning disability|1975-01-08|593871641439|adults_50up_female_urban.json
832-57-9286|6531240790448135|Kimberly|Sandoval|F|011 Nicholson Isle|Arlington Heights|IL|60004|42.112|-87.9792|79890|Optometrist|1996-12-19|874025190011|adults_2550_female_urban.json
476-57-6818|2715249601709210|Jerry|Torres|M|7022 Angela Glen|Detroit|MI|48228|42.3547|-83.2168|673342|Maintenance engineer|1961-09-22|253219469634|adults_50up_male_urban.json
517-21-7216|30253209592848|Kelly|Peters|F|8727 Christine Wells|Hillsboro|OR|97123|45.4984|-122.957|92886|Energy manager|1975-10-14|688118014892|adults_2550_female_urban.json
718-61-0261|4093986639846484|Donna|Taylor|F|98356 Anderson Garden Apt. 886|Maysville|KY|41056|38.6207|-83.8067|14228|Professor Emeritus|1988-06-25|182129209930|adults_2550_female_urban.json
160-61-4079|343406201663346|Richard|Wilson|M|56345 Teresa Mall|Massapequa|NY|11758|40.6682|-73.4588|53804|Engineer, mining|2003-02-13|186406526483|young_adults_male_urban.json
541-72-6875|4357044455143445|Taylor|Miller|F|5494 Frey Isle|Springfield|VA|22150|38.7797|-77.1866|104396|Purchasing manager|1971-05-23|316288027460|adults_50up_female_urban.json
833-11-9081|180024638151292|Brian|Irwin|M|7924 Roberts Radial Suite 247|Atlanta|GA|30309|33.7984|-84.3883|900273|Engineer, energy|1931-04-01|233316404557|adults_50up_male_urban.json
637-80-8656|30591530075144|Isabella|Acevedo|F|347 Samantha Freeway|Gretna|LA|70056|29.8872|-90.0331|55581|Art therapist|1971-08-14|895352666212|adults_50up_female_urban.json
176-34-5314|3510812464378624|Eric|Garner|M|6066 Wilson Burg|Neenah|WI|54956|44.1811|-88.4792|42696|Multimedia programmer|1992-08-29|952662412106|adults_2550_male_urban.json
424-32-7306|4218790650614715902|Ashley|Mccullough|F|23160 Renee Trace Apt. 272|Westbury|NY|11590|40.7557|-73.5723|45768|Surveyor, insurance|1952-03-04|893045488365|adults_50up_female_urban.json
426-66-3717|4120861498425075|Lisa|Hines|F|420 Deborah Heights Apt. 442|Athens|GA|30606|33.9461|-83.418|116272|Furniture designer|1937-11-01|14569631135|adults_50up_female_urban.json
229-63-2779|4159528599475|William|Keller|M|79829 Anthony Island Suite 797|Verona|WI|53593|42.9999|-89.5522|19225|Tourist information centre manager|1947-05-12|586869967987|adults_50up_male_urban.json
214-50-7268|6011741059394810|Eugene|Ingram|M|035 Harmon Well|Brownfield|ME|04010|43.9713|-70.9032|1597|Contracting civil engineer|1969-08-21|393121530559|adults_50up_male_rural.json
648-53-6277|6011963547607518|Rebecca|Miller|F|426 Elizabeth Light|Richmond|VA|23231|37.4915|-77.368|536907|Insurance risk surveyor|1959-07-28|720860698149|adults_50up_female_urban.json
107-68-0383|4594085935653522|Rebecca|Davidson|F|9507 Morse Lake Suite 737|Las Vegas|NV|89146|36.1424|-115.2242|1417793|Forensic psychologist|1979-04-15|891463973827|adults_2550_female_urban.json
745-46-2535|342258467901758|Patricia|Christian|F|294 Murphy Estates Apt. 967|Portland|OR|97219|45.458|-122.7074|841711|Forest/woodland manager|1991-02-10|960692459004|adults_2550_female_urban.json
578-79-0865|4385407008415915|Teresa|Campbell|F|575 Mary Plains Suite 139|La Grande|OR|97850|45.3304|-118.0852|16955|Race relations officer|1987-11-29|774705224509|adults_2550_female_urban.json
165-79-4659|6011426204085204|James|Sanchez|M|1189 Fox Field Suite 282|Orlando|FL|32821|28.3957|-81.4666|878243|Museum/gallery exhibitions officer|1963-04-25|386125866667|adults_50up_male_urban.json
851-25-3581|3541917160333089|Robert|Carter|M|436 Brown Falls|Sacramento|CA|95821|38.6239|-121.3837|757530|Administrator, sports|1991-05-31|664132773674|adults_2550_male_urban.json
090-29-7721|213121093676770|Rachel|Gibson|F|7645 Evans River Apt. 348|Saint Paul|MN|55113|45.0139|-93.1571|753116|Clinical psychologist|2002-05-30|363411702458|young_adults_female_urban.json
713-33-3311|341026939553304|Joshua|Dennis|M|33135 Larry Shoal|Providence|RI|02904|41.8541|-71.4378|203571|Scientist, product/process development|1947-07-20|370719676868|adults_50up_male_urban.json
030-60-0375|4406260674151446|Robin|Woods|F|64834 Shawn Wells|Land O Lakes|FL|34639|28.2258|-82.4547|50437|Technical sales engineer|1955-01-15|272531187015|adults_50up_female_urban.json
598-37-0880|6572520235893775|Randy|Martin|M|488 Brittany Views|Bossier City|LA|71112|32.486|-93.6767|69814|Theme park manager|1946-05-22|911822226651|adults_50up_male_urban.json
085-50-5470|3594564464523902|Amanda|Jones|F|42867 Rivera Park Apt. 189|Leesburg|FL|34788|28.8887|-81.7827|55765|Psychotherapist, dance movement|1988-05-21|535849106848|adults_2550_female_urban.json
355-98-0739|2266709367250280|Michael|Brown|M|177 Maria Park Apt. 460|Hanceville|AL|35077|34.0516|-86.7848|13142|Fish farm manager|1979-04-11|451426170677|adults_2550_male_urban.json
680-39-0207|3599216457527540|Matthew|Robbins|M|86785 Susan Springs|Cleveland|GA|30528|34.5839|-83.75|22679|Associate Professor|1959-06-29|998248775678|adults_50up_male_urban.json
534-66-1151|377155661668944|Veronica|Knight|F|364 Fowler Junctions Suite 516|Athens|TN|37303|35.4574|-84.6043|25461|Commercial horticulturist|1952-07-22|240826338111|adults_50up_female_urban.json
343-54-3079|4451825696192125|Martin|Jordan|M|486 Tran Pine Suite 989|Forrest City|AR|72335|35.0091|-90.7886|20121|Osteopath|1982-04-12|217924603887|adults_2550_male_urban.json
436-29-0958|347043692259163|Danielle|Young|F|74690 Tony Ford|Douglasville|GA|30134|33.7606|-84.7477|105268|Clinical cytogeneticist|1933-03-05|668954667449|adults_50up_female_urban.json
846-65-6968|4085536062232|Adam|Lopez|M|3577 Myers Street Suite 298|Houston|TX|77067|29.9547|-95.4522|2906700|Insurance broker|1976-04-22|72157115623|adults_2550_male_urban.json
306-02-0579|4730324827466|Christine|Leon|F|356 Darren Passage|Lanoka Harbor|NJ|08734|39.862|-74.1668|7651|Dentist|2004-01-18|915871001608|young_adults_female_urban.json
004-88-7034|4862185311128175|John|Morrison|M|666 Perez Run|Muskegon|MI|49441|43.1962|-86.2738|128715|Warehouse manager|1995-11-16|525290471216|adults_2550_male_urban.json
076-84-4035|4598450337902941|Victoria|Johnson|F|5353 Donna Drives|Denton|TX|76205|33.1903|-97.1282|139552|Fitness centre manager|1961-06-19|376838881909|adults_50up_female_urban.json
706-58-5408|6519503056878071|Rachel|Martinez|F|2494 Vincent Estate Apt. 882|Dry Fork|VA|24549|36.743|-79.458|4292|Accountant, chartered management|1979-03-20|785579303420|adults_2550_female_urban.json
124-36-9620|38764913616576|Jennifer|Reed|F|61954 Pamela Curve|Inglewood|CA|90301|33.955|-118.3556|135222|Surveyor, quantity|1981-11-18|615489950099|adults_2550_female_urban.json
595-38-3109|4577661388655007|Michael|Aguilar|M|595 Garner Passage|Harrisonburg|VA|22801|38.4489|-78.8714|67593|Emergency planning/management officer|1968-10-28|619369876709|adults_50up_male_urban.json
